No.,Time,Source,Destination,Protocol,Length,Info
1140,12.522746,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1141,12.527137,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,562,Protected Payload (KP0)
1142,12.527726,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,97,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1143,12.536485,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,943,Protected Payload (KP0)
1144,12.536617,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,160,Protected Payload (KP0)
1145,12.537075,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1146,12.553547,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,563,Protected Payload (KP0)
1147,12.554197,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,97,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1148,12.555377,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,941,Protected Payload (KP0)
1149,12.559185,192.168.59.232,162.159.136.234,TCP,54,2247  >  443 [ACK] Seq=52 Ack=4231 Win=3572 Len=0
1150,12.559951,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,96,Protected Payload (KP0)
1151,12.560115,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,322,Protected Payload (KP0)
1152,12.560403,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1153,12.562397,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1154,12.583673,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1155,12.587269,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1156,12.613306,2404:6800:4009:826::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"[TCP Retransmission] 443  >  1069 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
1157,12.647711,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1158,12.690635,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1288,Protected Payload (KP0)
1159,12.690635,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1160,12.690635,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1161,12.690776,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,811,Protected Payload (KP0)
1162,12.690911,2404:6800:4009:81c::200a,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
1163,12.691485,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,98,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1164,12.691701,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1165,12.696522,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1287,Protected Payload (KP0)
1166,12.696522,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1167,12.696522,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1168,12.696677,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1169,12.697008,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1170,12.697278,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1171,12.698299,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1172,12.698299,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1173,12.698448,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1174,12.700033,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1175,12.700207,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1176,12.70227,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1177,12.70227,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1178,12.702418,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1179,12.702505,162.159.136.234,192.168.59.232,TLSv1.2,100,Application Data
1180,12.702602,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1181,12.702666,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1182,12.702824,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1183,12.705188,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1184,12.706278,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1185,12.706681,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1186,12.710032,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1187,12.710155,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1188,12.710472,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1189,12.712456,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1190,12.714275,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1191,12.714701,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1192,12.71721,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1193,12.717391,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1194,12.717648,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1195,12.71788,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:81c::200a,QUIC,95,"Protected Payload (KP0), DCID=2c0b53287582e474"
1196,12.717917,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1197,12.721754,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1198,12.722155,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1199,12.723832,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1200,12.737534,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,380,Protected Payload (KP0)
1201,12.737994,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1202,12.744907,2404:6800:4009:81c::200a,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,203,Protected Payload (KP0)
1203,12.745109,2404:6800:4009:81c::200a,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,295,Protected Payload (KP0)
1204,12.745398,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:81c::200a,QUIC,97,"Protected Payload (KP0), DCID=2c0b53287582e474"
1205,12.750999,192.168.59.232,162.159.136.234,TCP,54,2247  >  443 [ACK] Seq=52 Ack=4277 Win=3572 Len=0
1206,12.770789,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:81c::200a,QUIC,95,"Protected Payload (KP0), DCID=2c0b53287582e474"
1207,12.783377,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1208,12.822383,192.168.59.232,192.168.59.222,DNS,71,Standard query 0xbc01 A i.ytimg.com
1209,12.824108,192.168.59.232,192.168.59.222,DNS,71,Standard query 0x0f39 AAAA i.ytimg.com
1210,12.964985,192.168.59.222,192.168.59.232,DNS,327,Standard query response 0xbc01 A i.ytimg.com A 142.250.67.182 A 142.250.67.214 A 142.250.76.182 A 142.250.183.54 A 142.250.183.86 A 142.250.183.118 A 142.250.192.22 A 142.250.192.54 A 142.250.192.86 A 142.250.192.118 A 142.250.192.150 A 142.251.42.22 A 142.251.42.54 A 172.217.160.214 A 172.217.166.54 A 172.217.166.182
1211,12.969934,192.168.59.222,192.168.59.232,DNS,183,Standard query response 0x0f39 AAAA i.ytimg.com AAAA 2404:6800:4009:82a::2016 AAAA 2404:6800:4009:82b::2016 AAAA 2404:6800:4009:82f::2016 AAAA 2404:6800:4009:830::2016
1212,12.973559,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,1292,"Initial, DCID=e2a72775b6dfd583, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO"
1213,12.998454,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1214,13.010591,2404:6800:4009:81c::200a,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1215,13.027444,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,86,1076  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1
1216,13.028032,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Initial, SCID=e2a72775b6dfd583, PKN: 1, ACK, CRYPTO, PADDING"
1217,13.030813,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,1292,"Initial, DCID=e2a72775b6dfd583, PKN: 2, ACK, PADDING"
1218,13.054925,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,103,"Handshake, DCID=e2a72775b6dfd583"
1219,13.089726,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,88,Protected Payload (KP0)
1220,13.090832,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=e2a72775b6dfd583"
1221,13.090944,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=e2a72775b6dfd583"
1222,13.09132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,103,"Handshake, DCID=e2a72775b6dfd583"
1223,13.097549,192.168.59.232,192.168.59.222,DNS,77,Standard query 0x910e A fonts.gstatic.com
1224,13.098341,192.168.59.232,192.168.59.222,DNS,77,Standard query 0xbf14 AAAA fonts.gstatic.com
1225,13.167684,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,103,"Handshake, DCID=e2a72775b6dfd583"
1226,13.287977,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,86,1077  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1
1227,13.294596,192.168.59.222,192.168.59.232,DNS,129,Standard query response 0x910e A fonts.gstatic.com CNAME gstaticadssl.l.google.com A 142.250.67.227
1228,13.295477,192.168.59.222,192.168.59.232,DNS,141,Standard query response 0xbf14 AAAA fonts.gstatic.com CNAME gstaticadssl.l.google.com AAAA 2404:6800:4009:823::2003
1229,13.29643,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1230,13.299804,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,1292,"Initial, DCID=c92b57ea10fc9207, PKN: 1, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PADDING, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING"
1231,13.309911,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1076 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
1232,13.310018,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1076  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
1233,13.310832,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TLSv1.3,591,Client Hello
1234,13.32785,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=e2a72775b6dfd583"
1235,13.327981,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,636,Protected Payload (KP0)
1236,13.328908,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,103,"Handshake, DCID=e2a72775b6dfd583"
1237,13.330895,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=e2a72775b6dfd583"
1238,13.331061,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,167,Protected Payload (KP0)
1239,13.33133,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,103,"Handshake, DCID=e2a72775b6dfd583"
1240,13.331593,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,103,"Handshake, DCID=e2a72775b6dfd583"
1241,13.345433,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,145,"Handshake, DCID=e2a72775b6dfd583"
1242,13.345929,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,132,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
1243,13.346286,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,96,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
1244,13.346706,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,765,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
1245,13.34767,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1077 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
1246,13.347872,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1077  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
1247,13.348458,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TLSv1.3,591,Client Hello
1248,13.367268,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,88,Protected Payload (KP0)
1249,13.415249,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,890,Protected Payload (KP0)
1250,13.415249,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,183,Protected Payload (KP0)
1251,13.415953,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,96,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
1252,13.416267,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
1253,13.416632,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,1292,"Initial, DCID=c92b57ea10fc9207, PKN: 3, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO"
1254,13.425886,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,298,Protected Payload (KP0)
1255,13.426011,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1256,13.426549,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,97,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
1257,13.455315,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
1258,13.525511,192.168.59.232,192.168.59.222,DNS,74,Standard query 0x423a A www.google.com
1259,13.52641,192.168.59.232,192.168.59.222,DNS,74,Standard query 0x11b6 AAAA www.google.com
1260,13.528326,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1261,13.568571,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1262,13.577183,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1076 [ACK] Seq=1 Ack=518 Win=66816 Len=0
1263,13.584205,2404:6800:4009:823::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Initial, SCID=c92b57ea10fc9207, PKN: 1, ACK, CRYPTO, PADDING"
1264,13.587132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,1292,"Initial, DCID=c92b57ea10fc9207, PKN: 4, ACK, PADDING"
1265,13.589476,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1077 [ACK] Seq=1 Ack=518 Win=66816 Len=0
1266,13.589929,2404:6800:4009:823::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Initial, SCID=c92b57ea10fc9207, PKN: 2, ACK, CRYPTO, PADDING"
1267,13.595212,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,1292,"Initial, DCID=c92b57ea10fc9207, PKN: 5, ACK, PADDING"
1268,13.644098,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,3734,"Server Hello, Change Cipher Spec"
1269,13.644098,2404:6800:4009:823::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=c92b57ea10fc9207"
1270,13.644098,2404:6800:4009:823::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=c92b57ea10fc9207"
1271,13.644098,2404:6800:4009:823::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=c92b57ea10fc9207"
1272,13.644098,2404:6800:4009:823::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,166,Protected Payload (KP0)
1273,13.644098,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1272,Application Data
1274,13.644199,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1076  >  443 [ACK] Seq=518 Ack=3661 Win=65792 Len=0
1275,13.644379,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1076  >  443 [ACK] Seq=518 Ack=4859 Win=64512 Len=0
1276,13.645069,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TLSv1.3,148,"Change Cipher Spec, Application Data"
1277,13.645501,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,103,"Handshake, DCID=c92b57ea10fc9207"
1278,13.646069,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,103,"Handshake, DCID=c92b57ea10fc9207"
1279,13.649215,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,2514,"Server Hello, Change Cipher Spec"
1280,13.649294,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1077  >  443 [ACK] Seq=518 Ack=2441 Win=65792 Len=0
1281,13.649424,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,1294,443  >  1077 [ACK] Seq=2441 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]
1282,13.651187,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1272,Application Data
1283,13.65125,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1077  >  443 [ACK] Seq=518 Ack=4859 Win=65792 Len=0
1284,13.65137,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,88,Protected Payload (KP0)
1285,13.651919,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TLSv1.3,148,"Change Cipher Spec, Application Data"
1286,13.661745,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,145,"Handshake, DCID=c92b57ea10fc9207"
1287,13.662247,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,134,"Protected Payload (KP0), DCID=c92b57ea10fc9207"
1288,13.675133,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,95,"Protected Payload (KP0), DCID=c92b57ea10fc9207"
1289,13.70544,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1076 [ACK] Seq=4859 Ack=592 Win=66816 Len=0
1290,13.70544,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,[TCP Dup ACK 1289#1] 443  >  1076 [ACK] Seq=4859 Ack=592 Win=66816 Len=0
1291,13.70544,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,918,"Application Data, Application Data"
1292,13.706027,2404:6800:4009:823::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=c92b57ea10fc9207"
1293,13.706522,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:823::2003,QUIC,224,"Protected Payload (KP0), DCID=c92b57ea10fc9207"
1294,13.722952,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1077 [ACK] Seq=4859 Ack=592 Win=66816 Len=0
1295,13.723066,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,918,"Application Data, Application Data"
1296,13.74042,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,124,Protected Payload (KP0)
1297,13.751157,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1076  >  443 [ACK] Seq=592 Ack=5703 Win=65792 Len=0
1298,13.766814,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,TCP,74,1077  >  443 [ACK] Seq=592 Ack=5703 Win=64768 Len=0
1299,13.76712,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1300,13.779426,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1285,Protected Payload (KP0)
1301,13.779655,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1302,13.77989,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1303,13.780963,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
